SPCD,DO_BH,HT_TOT,TT_DW_CRM
832,16.2,92.8,2567.49
621,16.3,107,2474.39
621,18.7,124.2,3499.77
621,15.6,94,2091.41
621,17.4,112.7,2816.07
621,18.8,106.4,3134.36
621,19,118,3415.49
621,20.8,112.6,4013.6
621,22.8,117.5,4733.06
762,22.5,100,5124.98
762,14.6,112.4,2421.33
762,15.3,92.8,2291.98
762,15.6,110.8,2605.08
951,14.7,107.8,1540.93
951,15.7,106,1736.93
951,17.8,104,2290.06
315,5.7,49.8,127.3
316,15,74.4,1794.57
318,8.8,65.9,644.48
318,9.3,62.3,637.06
318,10.6,69.6,974.28
318,5.9,48.9,203.09
318,10,73.7,872.37
318,10.9,67.4,1061.15
318,11.6,73.2,1234.5
318,12.2,67.7,1330.41
318,15.1,60.8,1859.48
318,16.8,72.4,2665.23
318,17.2,81.1,2778.5
371,10,68.9,791.76
371,11.2,68.2,1001.57
371,16.4,69.8,2154.19
371,14.1,65.7,1533.81
371,15.3,68,1752.72
371,17.2,75,2026.92
375,8.7,57.1,545.97
531,8.4,65.4,613.26
531,8.1,60.7,527.91
531,10.1,63.7,809.65
761,8,57.7,367.35
122,7.5,34.4,131.53
122,7.9,50.2,212.83
122,3.3,38,14.97
122,2.7,22.8,9.3
122,5.1,40.8,48.16
122,7.8,38.7,160.87
122,3.3,29.7,14.97
122,4.7,37.6,34.87
122,8.6,50.5,259.65
122,6,39.3,82.39
122,7.6,40,156.09
122,2.5,18.4,7.76
122,2.5,13.5,7.76
122,4.5,30.4,31.41
122,3.5,21.5,17.22
122,3,17.3,11.93
122,7,45,142.83
122,6.2,40.9,94.15
122,2.7,17.7,9.3
122,5.9,37.3,74.61
122,5.7,40.9,72.83
122,9.1,45.2,263.96
122,5.2,29.6,39.53
122,3,28.3,11.93
122,4.3,24.5,28.17
122,2.2,21.3,5.75
122,7.4,49,177.99
122,4.6,36.6,33.11
202,7,34.3,135.43
202,7.9,32.7,170.32
202,6.1,37.7,104.25
202,2.7,16.4,15
202,4.1,25.2,40.94
202,6.1,47,128.8
202,2.5,21.9,12.48
202,7.6,48.4,227.86
202,2.2,17.7,9.21
202,8.2,43.9,244.41
202,5.2,29.8,50.48
202,5.1,27,43
202,3.1,19.8,20.88
202,7.5,49.5,226.14
202,2.3,18,10.24
202,7.8,39.3,197.15
202,3.7,25.4,31.96
202,7.7,44.2,214.66
202,2.2,11.3,9.21
202,5,27.5,40.3
202,8,45,237.45
202,2.5,15.5,12.48
202,4.6,26.8,54.06
202,2.7,20.5,15
202,5.8,35,84.08
202,7.5,43.7,200.2
202,9,36.3,247.32
202,6.1,37,102.42
202,2.8,16.2,16.36
117,40.8,128.8,13647.74
117,38.3,122.6,11449.06
117,29.5,106.8,5893.34
117,44.5,138.3,17425.36
117,26.4,89,3956.19
117,34.2,129.2,9545.86
117,38.9,125,12036.47
117,30.3,119.5,6921.14
117,50.3,137.5,22247.08
117,33.5,107,7660.53
117,35.1,124.7,9734.23
117,31.6,123.2,7763.26
117,29.4,117.5,6403.72
117,50.9,136.5,22635
117,12.7,69.9,694.23
117,25.9,115.4,4855.03
117,41.6,105.8,11807.01
117,32.5,108.4,7287.95
117,36.4,106.2,9016.11
117,41.7,113.7,12690.92
117,30,88.6,5123.02
117,29.5,93.2,5187.84
117,29,90.8,4888.69
117,36.7,109.6,9443.38
117,22,78.7,2424.21
117,31.1,91.4,5677.84
117,38.6,126.2,11954.94
117,41.4,128.3,14009.06
117,44.8,145,18475.2
117,35,110.6,8643.34
117,42,143.4,16028.03
117,36,121.5,10002.66
117,26.4,108.7,4771.83
117,40.8,122.9,13057.61
117,34.1,114.1,8438.15
117,27.2,119.3,5539.54
117,40.4,150.3,15484.08
117,37.5,142.2,12618.89
117,39.6,133.1,13245.73
117,47.8,139,20257.85
117,21.8,63.5,1952.84
117,22,91.2,2781.23
117,23.5,63.6,2284.07
117,22.3,89,2795.33
117,42.7,166.3,19088.51
117,56.5,153.9,31356.93
117,32,135,8687.53
117,44.6,167.3,20977.47
117,29.9,137.6,7700.32
117,47.6,163.4,23417.01
117,54.2,179,33266.35
117,54.8,165.9,31643.09
117,50.5,167.7,27073.63
117,51.2,173.6,28775.76
117,62.3,180.6,44526.76
117,48.1,172.8,25231.21
117,41,129.6,13865.47
117,31.1,124.8,7606.39
117,34,126.5,9245.35
117,51.2,127.8,21531.71
117,44.3,143.1,17832.96
117,35.2,119.1,9375.45
117,46.1,139.7,18905.87
117,54.3,139.4,26339.9
117,62.5,139.3,35055.43
117,47.1,128.9,18307.74
117,64.4,165.7,43888.45
117,61.9,175,42649.57
117,49.7,189.6,29470.48
117,49.5,180.4,27870.56
117,48.6,170.4,25425.91
117,58.5,178.1,38664.37
117,48.4,157.5,23391.89
117,47.3,168.5,23805.11
117,52.3,202.4,34801.67
117,62.5,203.7,50277.91
117,61.5,200.9,48017.77
117,59.6,188.2,42325.86
117,64.5,180.4,47729.27
117,60.5,172.1,40069.87
117,40.8,123.9,13157.64
117,28.3,99.9,5083.32
117,37.8,124.9,11342.9
117,35.8,136.6,11048.89
117,32.7,140,9399.99
117,32.2,130.7,8532.47
117,17.3,78.1,1464.55
117,30.4,124.5,7243.66
117,28,123,6051.22
117,36.4,108.3,9182.88
117,37.4,131.6,11661.1
117,36.1,108.3,9028.68
117,45.8,147.8,19679.11
117,32.3,120.1,7925.85
117,54,158.6,29425.11
117,35.9,126.4,10324.33
117,45.3,152.5,19824.53
117,51.6,161.4,27274.66
117,40.9,147.1,15555.6
117,33.1,127.9,8843.67
117,36.8,129.1,11079.28
117,56.2,142.6,28862.49
117,35.1,140,10863.05
117,38.1,127.4,11745.3
117,45.8,135.2,18087.46
117,56.1,162.3,32504.08
117,38,104.9,9733.18
117,28.1,90.3,4558.68
117,20.6,71.8,1944.23
117,14.2,46.6,605.46
117,21.3,71.6,2077.89
117,13.4,62,695.1
117,10.8,51,369.69
117,24.8,91.9,3584.59
117,28.9,91.9,4908.87
117,14.8,62.1,856.55
117,23.5,95.1,3313.26
117,22.6,92.6,2981.97
117,18.7,71.8,1591.5
117,11.6,44.2,377.76
117,20,59.7,1544.5
117,22.2,69.3,2196.41
117,14.4,60.8,793.43
117,24.7,82.7,3222.25
117,32.7,94.8,6510.76
117,31.9,100.9,6559.12
117,21.8,73.5,2233.18
117,32.2,98.9,6562.26
117,26.7,87.2,3972.91
117,26.4,92.1,4084.54
117,25.5,98.7,4058.11
117,15.2,83.5,1191.91
117,22,83.1,2549.88
117,24.9,106.3,4143.7
117,34,115.8,8505.2
117,19.2,70.4,1650.57
117,39.4,119.7,11860.57
117,16,59,961.38
117,43.1,121.2,14414.95
117,19.2,84,1944.68
117,28.6,122.8,6310.05
117,15.1,76.2,1079.29
117,25,109.4,4292.84
117,41.6,117.3,13003.29
117,34.3,101.7,7666.58
117,44,115,14313.98
117,37.3,94.5,8502.04
117,36.7,110.5,9516.05
117,32,105.6,6888.88
117,32.3,103.9,6915.84
117,29.6,95.6,5349.36
117,46.3,167.9,22714.63
117,32.3,125.8,8281.23
117,32,133,8565.17
117,54.8,206.4,38989.13
117,50,165.3,26169.19
117,49.4,174.2,26843.83
117,45.6,132.3,17563.64
117,54.8,208.9,39442.59
117,51.8,203.4,34291.12
117,59.5,191,42781.17
117,36.3,151.6,12550.86
117,37.5,147.1,13032.17
117,45.9,161.2,21466.93
117,46.3,172.6,23321.5
117,44.6,150.8,19001.92
117,56.5,149.9,30585.34
117,54.5,166.3,31363.49
117,29.8,123.9,6922.31
117,41.3,156.1,16789.97
117,19.3,94,2184.24
117,26.8,120.8,5437.88
117,36.6,138.7,11727.51
117,39.2,146.5,14210.27
117,41.4,120.6,13215.84
117,42,150.9,16823.44
117,40.1,140,14255.75
117,21.7,122,3559.05
117,44.2,111,13976.93
117,42.4,98.8,11519.35
117,30.7,74.1,4555.93
117,28.1,84.8,4300.18
117,39.3,106.3,10556.56
117,30.7,77.2,4730.3
117,37.7,108,9840.86
117,28,84.6,4259.45
117,38.4,91.2,8731.72
117,17.7,53.6,1087.09
117,25.7,73.3,3128.06
117,21.9,72,2211.94
117,24,75.6,2794.87
202,6.5,51,178.96
202,3.6,39.4,29.92
202,5.4,46.8,93.75
202,8.8,61.8,434.99
202,8.7,54.6,374.04
202,7.7,52.2,274.99
202,8.4,57.1,364.06
202,7.2,51.5,232.66
202,5.9,51.5,137.97
202,3.7,40.2,31.96
202,5.5,46.3,98.9
202,9.1,59.5,447.96
202,5,46,67.77
202,9.4,50.5,403.71
202,8,56.6,325.07
202,6.5,53.8,189.04
202,11.4,67.3,786.63
202,7.7,57.7,304.87
202,9.3,55.5,435.64
202,7.1,51.1,223.3
202,9.2,58.6,450.82
202,10.9,66.9,718.54
202,12.9,67.2,986.87
202,7.5,48.4,239.75
202,8.4,55.9,356.18
202,8.2,57.4,347.79
131,2.1,14.3,8.15
131,2.9,13.9,17.75
131,1.7,11.5,4.91
131,1.9,12.3,6.41
131,1.9,12.2,6.41
131,3,15.9,19.26
131,1.6,11.5,4.25
131,2.3,15.5,10.14
131,1.2,8.6,2.15
131,1.5,9.9,3.64
131,2.1,13.8,8.15
131,2.7,13.2,14.93
131,2.2,12.8,9.11
131,2.2,14.1,9.11
131,1.2,8.8,2.15
131,2,12,7.25
131,3,17.5,19.26
131,2,12.2,7.25
131,1.6,10.2,4.25
131,7.6,44.5,208.39
131,8.5,47,283.53
131,8.2,49.7,277.9
131,9.5,49,377.2
131,7.8,45.3,225.3
131,6.8,45,163.14
131,7.2,49.5,207.06
131,5.8,38.2,89.94
131,4.5,37.7,51.44
131,8.2,43.3,240.14
131,8.6,42,258.53
131,7.7,45.6,220.41
131,9.8,46.4,381.32
131,8.5,45.5,274.04
131,5.7,36.5,80.8
131,6.9,41.8,155.29
131,6.4,43,133.83
131,9.1,44.6,313.21
131,6.3,42.4,126.62
131,6.2,42.3,121.34
131,6.1,40.8,111.48
131,7.3,42.3,179.68
131,6.2,43.6,125.82
131,8.1,47.8,259.56
131,7.5,44.2,200.71
131,8,44.3,232.83
131,7.9,46.4,237.88
131,7,41.3,158.51
131,6.9,42.3,157.41
131,7.5,42.7,193.26
131,7.1,48.8,197.45
131,4.9,39.5,63.24
131,4.7,33.5,57.16
131,6.7,44.3,154.72
131,6.9,45,168.83
131,9.3,44.9,330.27
131,7.6,44,205.84
131,8,50,264.9
131,7.2,40.3,164.82
131,7.8,46.2,230.12
131,6.2,43.7,126.17
131,7.3,45.7,195.71
131,6.8,40.3,143.8
131,4.2,34.3,43.51
131,6.1,40.5,110.48
131,7.8,47,234.41
131,6.9,43.2,161.22
131,8.2,45.2,251.35
131,5.3,40.4,75.49
131,7,45.2,175.48
131,8,47.4,250.27
131,7.5,43,194.75
131,7.1,44,175.99
131,5.6,41.8,91.93
131,7,42,161.56
131,5.6,39.4,85.12
131,6.4,42.2,130.9
131,7.3,44.1,188.17
131,6.8,45.1,163.55
131,7.3,45.6,195.24
131,6.6,43.2,145
131,7.5,42,189.78
131,7.9,43.2,220.31
131,5.5,39.6,81.54
131,7.7,40.3,192.71
131,7.5,39.7,178.36
131,6.6,41.4,138
131,5.5,36.1,71.94
131,9.9,38.1,320.08
131,6,38.6,99.74
131,1.4,9,3.09
131,4.5,31.3,51.44
131,2.7,24.7,14.93
131,3.8,25.5,34.14
131,4.7,31,57.16
131,8,48.3,255.33
131,6.1,40.5,110.48
131,4.9,50.5,63.24
131,6.2,50,147.88
131,8,66,354.9
131,6.8,58.5,218.67
131,5,24.9,28.2
131,6.8,30.9,105.13
131,6.9,45.5,170.95
131,9.4,60.3,454.42
131,3,24.5,19.26
131,9.2,69,497.72
131,10.1,69.4,606.44
131,2.3,13.8,10.14
131,3.4,19.8,26.08
131,4.7,21.2,57.16
131,1,10.3,1.41
131,1.8,12,5.63
131,5.9,34.2,81.62
131,4.5,31.4,51.44
131,1.4,9.3,3.09
131,2.7,14.5,14.93
131,3,16.9,19.26
131,1.2,8.5,2.15
131,2.3,13.9,10.14
131,1.1,10.2,1.76
131,2.5,12.7,12.4
131,3.3,18.1,24.26
131,1.9,11.3,6.41
131,2.6,14.8,13.63
131,2.7,15.4,14.93
131,3,16.1,19.26
131,2.3,13.8,10.14
131,2.8,17,16.3
131,1.9,12.1,6.41
131,2.3,14.8,10.14
131,2.5,16.3,12.4
131,1.4,7.1,3.09
131,2.5,14.3,12.4
131,1.2,10,2.15
131,1.6,11.3,4.25
131,3.3,17.7,24.26
131,1.4,11.1,3.09
131,2.6,15.6,13.63
131,2.5,15.8,12.4
131,1,10.7,1.41
131,2.5,4.8,12.4
131,2.9,17,17.75
131,1.1,9.9,1.76
131,2.6,15,13.63
131,3.4,18.7,26.08
131,1.3,11,2.6
131,2.1,12.8,8.15
131,1.9,12.4,6.41
131,1,8.8,1.41
131,1.1,10,1.76
131,2.4,12,11.24
131,1,9,1.41
131,1.7,8.1,4.91
131,1.9,12,6.41
131,1.5,11,3.64
131,1.4,11.4,3.09
131,1.6,10.3,4.25
131,1.9,12.2,6.41
131,1,8.8,1.41
131,1.4,11.1,3.09
131,1.8,12,5.63
131,1.4,11,3.09
131,1.8,12.1,5.63
131,1.5,10.2,3.64
131,1.6,10.9,4.25
131,1.1,9.3,1.76
131,1.8,12,5.63
131,2.5,13.7,12.4
131,1,8.6,1.41
131,1.7,11.8,4.91
131,2.1,12.9,8.15
131,1.2,9.8,2.15
131,1.9,11.3,6.41
131,1.9,11.5,6.41
131,1.7,11.6,4.91
131,2.5,14.4,12.4
131,1.2,10.2,2.15
131,2,11.4,7.25
131,1.8,12.1,5.63
131,9.9,70,587.11
131,6.5,54,180.49
131,9.2,63,454.16
131,5.5,61,140.22
131,9,67,461.74
131,9.7,71,571.08
131,15.3,87,1754.43
131,18.4,91,2653.52
131,14.5,88,1592.64
131,19.1,85,2677.88
131,16.8,92,2234.6
131,16.7,91,2184.73
131,11.5,81,920.42
131,19.9,91,3105.04
131,20.3,90,3197.26
131,15.2,65,1305.81
131,14.7,70,1310.93
131,13.3,69,1055.83
131,7.5,56,259.32
131,6.7,50,177.52
131,5,49,83.34
131,10.5,65,615.3
131,8,55,293.02
131,8.4,68,406.08
131,8.8,58,380.25
131,11,65,676.78
131,4.4,42,48.71
131,11,63,656.23
131,3,29,19.26
131,3.9,33,36.36
131,6.2,43,123.75
131,5.4,50,105
131,14.1,79,1355.31
131,14.1,83,1422.1
131,14.3,79,1394.33
131,16.7,87,2091.62
131,16,80,1769.54
131,14.7,81,1510.24
131,7.5,61,284.15
131,11,74,769.27
131,6.7,65,237.49
131,12,82,1015.31
131,11,76,789.82
131,12.5,78,1049.76
131,11.5,75,853.18
131,14.1,77,1321.92
131,7.8,66,336.19
131,12.4,74,980.92
131,6.5,67,229.53
131,9.2,72,519.5
131,12.2,79,1012.04
131,14,74,1253.68
131,11.9,77,938.39
131,9.2,75,541.28
131,8,58,309.9
131,13.2,79,1186.55
131,13.4,75,1162.64
131,10.4,68,630.98
131,9.5,76,585.81
131,14.9,75,1440.24
131,7.5,68,318.92
131,8.8,66,434.37
131,12.6,82,1120.39
131,15.9,84,1831.91
131,10.2,67,597.51
131,11.1,69,731.26
131,13.5,72,1134.23
131,15.7,80,1703.43
131,16,89,1962.13
131,20.8,92,3428.9
131,16.8,87,2116.84
131,18.7,91,2740.98
131,18.4,94,2738.04
131,7.3,58,253.7
131,8.7,65,417.42
131,10.5,63,596.52
131,11.5,71,808.35
131,5.7,57,140.97
131,9.2,64,461.42
131,11,71,738.44
131,10.2,65,579.76
131,8.2,63,356.38
131,7.1,60,247.5
131,5,30,39.87
131,3.1,24,20.85
131,4.2,26,43.51
131,14.3,72,1274.17
131,6,30,71.9
131,7.6,40,185.46
131,7.3,37,154.69
131,3.2,22,22.52
131,4.5,26,51.44
131,1.9,18,6.41
131,4.4,25,48.71
131,6,30,71.9
131,9.2,52,374.31
131,6.4,43,133.83
131,7.8,66,336.19
131,4.6,37,54.26
131,8.1,47,254.95
131,9.3,57,419.97
131,7.5,53,244.42
131,8.3,56,323.43
131,10.7,57,561.65
131,7.5,49,224.55
131,3.5,43,27.97
131,11.6,77,891.09
131,12.4,79,1045.84
131,11.3,63,693.38
131,13.1,81,1197.39
131,7.8,72,368.34
131,10.3,73,663.82
131,5,52,90.21
131,6.2,50,147.88
131,8.8,72,474.96
131,7.3,64,281.99
131,6.6,61,214.14
131,4.8,53,60.16
131,11.5,72,819.56
131,8.7,64,410.8
131,11.9,72,878.48
131,10.2,72,641.86
131,8.1,65,358.67
131,4.3,45,46.07
131,11.8,74,887.13
131,6.3,62,196.27
131,8.2,63,356.38
131,10.9,65,664.26
131,7.8,65,330.83
131,4.2,43,43.51
121,1.3,12,3
121,2.5,15,14.64
121,15.9,82,2108.72
121,16,70,1832.11
121,16.2,69,1852.39
121,16.9,74,2156.94
121,17,70,2068.7
121,17,75,2211.02
121,17.1,90,2669.03
121,17.4,81,2495.13
121,17.7,86,2735.93
121,17.9,79,2577.48
121,2.5,26,14.64
121,19.2,75,2820.77
121,19.3,72,2740.63
121,19.4,78,2990.64
121,20.6,83,3580.03
121,2.6,35,16.1
121,2.9,37,20.99
121,3.2,20,26.66
121,3.2,45,26.66
121,3.3,21,28.74
121,3.3,46,28.74
121,3.4,28,30.9
121,3.5,37,33.15
121,1.4,14,3.59
121,3.7,33,37.95
121,4.1,33,48.71
121,4.2,54,51.65
121,4.3,40,54.69
121,4.3,50,54.69
121,4.5,52,61.09
121,4.6,50,64.44
121,4.7,36,67.91
121,4.8,53,71.47
121,4.9,58,75.15
121,1.6,15,4.96
121,5,38,65.62
121,5,48,93.45
121,5.6,33,75.98
121,5.8,58,176.87
121,5.9,60,191.99
121,6,52,168.35
121,6.2,66,241.07
121,6.4,36,125.62
121,6.6,70,296.83
121,6.9,57,260.71
121,1.7,10,5.74
121,6.9,75,353.33
121,7,57,269.39
121,7.3,44,221.57
121,7.3,55,284.65
121,7.4,64,346.47
121,7.8,69,421.26
121,8.1,68,449.77
121,8.2,58,389.98
121,8.4,67,478.57
121,8.4,79,568.79
121,1.7,23,5.74
121,8.5,77,567.71
121,8.6,67,503.14
121,8.9,64,515.83
121,8.9,76,616.74
121,8.9,81,658.79
121,9.1,83,698.79
121,9.2,57,491.44
121,9.3,75,659.95
121,9.4,59,531.33
121,9.6,85,796.61
121,1.8,17,6.6
121,9.9,79,787.97
121,10,73,743.56
121,10,80,814.11
121,10.1,77,799.69
121,10.1,81,840.8
121,10.4,74,815.46
121,10.5,65,731.55
121,10.6,80,915
121,10.6,82,937.58
121,10.7,77,897.89
121,1.8,22,6.6
121,10.8,71,844.55
121,10.8,87,1031.87
121,11,62,767.08
121,11.4,72,954.47
121,11.5,76,1024.28
121,11.7,86,1197.14
121,11.9,65,941.31
121,12,75,1101.08
121,12,83,1216.11
121,12.2,84,1271.81
121,1.9,22,7.52
121,12.6,82,1324.85
121,12.8,67,1122.53
121,12.8,71,1187.78
121,12.9,77,1305.83
121,12.9,83,1405.21
121,13.2,87,1540.55
121,13.6,74,1396.35
121,13.8,82,1588.98
121,14,84,1674.2
121,14,90,1790.85
121,2.1,15,9.59
121,14.1,82,1658.74
121,14.4,75,1586.18
121,14.7,76,1674.39
121,14.7,83,1824.14
121,15.1,85,1969.73
121,15.2,83,1950.17
121,15.3,84,1999.02
121,15.4,85,2048.64
121,15.6,88,2174.22
121,15.9,78,2008.9
131,11.4,77.1,861.33
131,10,78.7,673.59
131,7.2,44.9,185.94
131,7.3,40.4,170.72
131,5.6,40.4,87.95
131,8,46.6,245.77
131,5,40.4,63.67
131,8.1,47.9,260.14
131,4.2,41,43.51
131,7.2,44.3,183.18
131,10.2,78.1,695.98
131,8.1,73.2,405.92
131,10.8,80.4,804.55
131,9.6,76.8,604.8
131,12,74.5,923.97
131,9.6,82,645.8
131,7.1,48.2,194.76
131,8.3,48.6,278.73
131,10,57.7,494.33
131,7.6,55.1,262.4
131,6,39.4,102.33
131,4,36.1,38.66
131,6.7,42.3,146.73
131,5,43,69.61
131,11.1,86,909.07
131,12.6,83,1133.79
131,12.2,85.6,1095.05
131,5.6,33.8,69.23
131,4.7,29.2,57.16
131,6.8,34.1,118.3
131,7.4,52.5,234.81
131,6.7,46.9,165.12
131,7.9,50.2,258.74
131,7,41.3,158.51
131,8.2,49.5,276.72
131,4.6,40,54.26
131,6,49.2,134.05
131,7.2,48.6,202.92
131,8.2,52.8,296.19
131,10.5,61.4,581.51
131,9.1,58.1,409.16
131,7,46.9,182.87
131,7,38.4,145.9
131,7.3,42.7,181.57
131,8.5,54.1,328.43
131,9.2,53.1,382.29
131,12.4,84.3,1114.66
131,6.8,49.9,183.3
131,6.7,48.2,170.32
131,7.8,53.8,270.83
131,7.7,41.3,197.94
131,7.3,52.8,229.19
131,5.3,43,82.14
131,6,39.4,102.33
131,6.9,34.8,125.68
131,6.1,36.4,96.78
131,9.1,47.9,336.66
131,6.5,44.3,143.89
131,6.2,40.7,115.83
131,6.7,41.3,142.73
131,10,48.9,419.21
131,9.4,75,565.69
131,10.6,75.5,727.76
131,12.5,79,1062.95
131,11.2,79,851.19
131,11.3,79,866.66
131,14.3,81,1428.66
131,11.8,82,981.41
131,11.2,76,819.25
131,10.3,76,690.95
131,9.2,77,555.8
131,10,79,676.15
131,10.5,87,821.79
131,9.5,77,593.54
131,11.5,76,864.39
131,13.4,86,1328.88
131,14,80,1352.48
131,12.4,78,1032.86
131,9.5,73,562.63
131,8.1,63,347.15
131,7.6,65,312.84
131,7.6,64.8,311.83
131,11,76,789.82
131,9.4,73.3,552.82
131,9.6,76,598.49
131,12.9,81,1160.81
131,11.9,79,962.35
131,14.9,90,1719.33
131,11,77,800.1
131,10.4,87,806.02
131,14.6,89,1632.66
131,14.1,86,1472.2
131,15.3,88,1774.03
131,13,85,1236
131,14.5,88.5,1601.46
131,16,91,2004.93
131,12.6,86.6,1182.02
131,12.2,88,1125.24
131,9.7,90,723.94
131,11.6,87,1005.08
131,11.1,83.3,880.83
131,9.6,83.5,657.63
131,13,84,1221.76
131,13.7,82.6,1335.75
131,12.7,76,1056.76
131,14.4,89,1588.05
131,10.5,88,831.17
131,8.7,82,529.9
131,9.6,80,630.03
131,11.5,88,998.87
131,14.5,86,1557.36
131,11.7,79,929.91
131,12,84,1039.67
131,13.3,88.7,1349.2
131,13.5,87,1364.24
131,11.2,85.5,920.37
131,12.3,81,1054.43
131,11,83.3,864.84
131,12.1,90,1131.49
131,13.5,92.5,1448.57
131,11.6,86,993.68
131,14.2,91.6,1588.08
131,17.3,86,2220.23
131,14.6,85.6,1571.87
131,11.5,85,965.25
131,12.9,83.5,1195.88
131,13.7,80,1294.72
131,12.4,86,1136.73
131,9.6,71.2,560.65
131,8,72,388.66
131,7.8,78,400.48
131,9.5,79,608.99
131,12.8,81.6,1151.02
131,14.8,80,1512.63
131,11.2,72,776.68
131,13.2,79.5,1193.88
131,12.2,82,1049.77
131,15.2,83,1654.08
131,11.4,79,882.26
131,15.4,90,1837.09
131,10,85,727.36
131,10.6,84,809.02
131,13.3,80,1219.64
131,10.4,84,778.38
131,11.2,78,840.54
131,11.5,83,942.84
131,11.6,86,993.68
131,11.8,79,946.06
131,15.5,84,1740.48
131,12.2,76,974.3
131,14.5,81,1469.17
131,12,79,978.77
131,13.6,81,1291.3
131,11.1,75.5,799.24
131,11.7,70,825.59
131,10.5,79,746.7
131,9.8,79.6,653.8
131,11.6,87,1005.08
131,10.2,81,721.7
131,14.2,83,1442.47
131,13,81.7,1189
131,11.8,80,957.84
131,12.2,80.4,1029.64
131,11.6,85,982.28
131,10.7,80,785.61
131,11.6,85,982.28
131,13.1,91.3,1346.3
131,8.7,74.4,479.61
131,9.9,77,645.7
318,2.7,40,27.09
318,12.2,68.9,1248.05
318,5.6,45.9,155.02
318,7.6,66.9,439.75
318,9.1,69.9,678.31
318,11.2,70.5,1061.47
318,2.3,36.1,18.36
318,5.6,64.3,192.72
318,7.5,66.9,426.37
318,9.9,69.9,813.37
318,5.6,44,156.51
375,3.9,36.5,58.98
409,1.4,17,4.95
421,8,60,314.08
421,9.7,67.5,459.71
421,7.8,60,286.86
421,9.8,75,478.31
421,5.6,49.6,117.33
421,5.5,57.5,109.59
421,5.6,48,100.96
832,5.6,55,135.3
833,3.7,39,56.21
409,2.6,30,21.99
421,6.3,51.5,159.39
421,6.3,52,163.71
421,2.6,32.6,16.99
421,4,41.4,49.41
421,4,48.3,49.41
421,3.6,48,38.05
421,3.6,40.5,38.05
541,3.6,38.5,42.23
601,3.6,41,35.97
601,4.4,47,59.15
601,4.4,48,59.15
601,1.1,15.2,1.95
601,4.2,42.2,52.7
601,4,48,46.7
621,6.3,51,157.42
740,4.5,50,56.74
802,3.6,31.1,50.05
833,4,41.5,67.94
833,2.6,36,23.87
316,2.3,29,16.01
318,3.4,41,47.42
421,9.5,55.5,413.97
421,9.4,62.5,426.08
421,7.1,60,224.58
421,5.5,44,101.64
421,4.3,40.5,59.12
541,3.3,37,34.02
802,3.3,44,40.52
802,2.1,15,13.55
802,4.3,26,77.06
832,4.1,28,64.57
832,7.9,56,400.97
832,1.2,16,3.35
832,1.5,15,5.69
832,4.3,30,72.49
832,4.3,30,72.49
832,2.5,24,19.46
832,3.4,25,40.99
832,6,34.5,154.7
832,6,42,151.18
832,3.4,25.5,40.99
832,8.3,53,375.15
833,7.1,53,313.99
833,4.1,41,72.14
833,5.7,43,135.13
833,4.1,39,72.14
833,4.3,29.5,80.99
833,6.6,43,249.96
318,1,15,2.47
802,6.7,45,215.73
802,3.5,24,46.74
802,8.8,44,374.76
832,3.5,35,43.98
832,6.8,51,273.68
832,8.6,49,461.74
316,2.8,30,25.43
316,3,35,29.92
316,2.9,33,27.62
316,1.4,18,5.02
318,1.6,24,7.62
318,3.3,31,44.1
318,4,38,70.39
318,1.7,19,8.83
373,1.8,21,9.55
373,3.2,33,36.98
373,1.4,20,5.31
373,1.7,24,8.35
373,3.3,35,39.76
375,5.9,48,176.46
375,4.2,43,70.25
402,6.5,60,300.58
403,3.5,30,45.22
403,2.1,20,13.12
403,1.4,13,4.95
403,1.4,18,4.95
403,4,45,62.53
409,3.4,32,42.14
409,1,13,2.24
421,5.9,52,122.93
421,7.8,57,308.16
421,8,63,322.48
421,7.8,58,280.09
421,9.5,61,450.91
421,9.5,65,486.97
421,9.8,69,515.06
421,8.8,66,378.85
421,8.9,63,394.36
421,8.6,56,310.9
421,3.8,37,43.51
421,5.8,36,105.68
421,6.9,52,210.17
421,7,59,226.55
421,8.7,54,332.61
421,8.5,54,308.2
421,11.5,63,749.03
421,11.7,64,697.24
421,9.1,61,400.12
421,9,69,446.4
421,7.6,58,263.91
421,7.5,51,258.27
421,5.4,45,90.28
421,7.3,53,229.06
421,5.6,47,112.49
421,5.5,46,105.83
421,7.1,52,228.2
421,4.9,32,81.74
421,4.8,33,77.67
421,5.8,49.5,126.1
540,2.9,39,24.69
541,2.4,44,15.44
541,9,69,680.45
601,8.5,33,242.86
601,7,64,219.37
601,2.9,38,21.05
601,3.3,36,28.99
701,2.7,26,18.65
701,2.3,26,12.54
701,2.2,25,11.23
740,5.6,52,129.35
743,11.5,63,708.78
802,3,32,32.15
802,6.7,52,276.1
802,1.3,16.6,4.28
802,8.5,42,362.59
802,1,10,2.31
802,1.3,16,4.28
802,2.5,28,20.67
802,1.5,14,6.02
802,2,19,12.04
802,2.9,32,29.62
832,2.7,27,23.45
832,5.7,39,140.05
832,2.7,27,23.45
832,5.8,42,139.31
832,5.8,49,174.67
832,2.4,29,17.63
832,6.7,45,259.69
832,6.5,47,262.68
832,8.3,46,426.42
833,2.5,27,21.7
833,3.7,36,56.21
833,5.8,48.5,145.93
833,3.6,30,52.59
833,8,54,409.77
833,7.1,51,311.77
833,2.3,25,17.73
